,url,label
0,http://www.mozilla.org/projects/svg/,1.0
1,http://520168.cn/style/,1.0
2,http://www.ibm.com/developerworks/linux/library/l-clear-code/,1.0
3,http://paypal.com.secure.signon.php.section.signinpage.update.cookiecheck.yes.destination.nba.signin.personal.cards.account.wouldrathergather.com/secure-code1619/sec/,1.0
4,http://cristal.inria.fr/whizzytex/,0.0
5,http://search.cpan.org/~ascope/WebService-weblogUpdates-0.35/lib/WebService/weblogUpdates.pm,1.0
6,http://www.isi.edu/nsnam/ns/,0.0
7,http://habbodonnecred.e-monsite.com/pages/credit-gratuit-o.html,1.0
8,http://sourceforge.net/projects/fail2ban/,0.0
9,http://www.astro.caltech.edu/~tjp/pgplot/,1.0
10,http://dotnetnukebrasil.com.br/del/,1.0
11,http://www.visual-paradigm.com/product/dbva/,1.0
12,http://www.eiffel.com/educators/resources.html,1.0
13,http://odegbe-godwin.4ove.com/,1.0
14,http://www.battlezi.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,1.0
15,http://login.44031.maxkz.com/279784f1e6a76a01a35ae6b84ccee460/login.html,1.0
16,http://db.apache.org/ojb/,0.0
17,http://www.interhack.net/pubs/fwfaq/,1.0
18,http://www.qinxin.cn/images/index.htm?ref=ewejmjwus.battle.net/d3/en/index,1.0
19,http://www.faqs.org/faqs/meta-lang-faq/,0.0
20,http://www.comptechdoc.org/independent/security/policies/backup-policy.html,1.0
21,http://dmoz.org/Science/faq.html,1.0
22,http://hosting1-fr.santrex.net/~letsbuyp/onlineaccess/RBI-OAC/ingvysa/index.htm,1.0
23,http://pulpfreepress.com/content/Products/Books/1-932504-02-8/1932504028.html,1.0
24,http://www.bjdjwy.com/Images/?us.battle.net/login/en/?ref=mxxihwkus.battle.net/d3/en/index&app=com-d3,1.0
25,http://www.maquinaval.org.ar/wp-content/uploads/2009/cgi/https/secure.eveonline.com/login.aspxReturnUrl2fAccountManMenu.aspx3faid3d103543aid193543.html,1.0
26,http://www.enterprisedt.com/products/completeftp/overview.html,0.0
27,http://www.cida-auto.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,0.0
28,http://www.epa.gov/opptintr/dfe/pubs/garment/ctsa/docs/chap5.pdf,0.0
29,http://www.terminaldemanizales.com/-/cielo/cielo/index.php,0.0
30,http://tools.ietf.org/html/rfc3024,0.0
31,http://bnv.home.cern.ch/bnv/,1.0
32,http://tools.ietf.org/html/rfc807,0.0
33,http://www.kaon.com/software/swmeson.html,0.0
34,http://tools.ietf.org/html/rfc543,0.0
35,http://www.risc.uni-linz.ac.at/about/conferences/ispdc2007/,1.0
36,http://en.wikipedia.org/wiki/Chess,1.0
37,http://www.musicprep.com/seattle/,0.0
38,http://blablablahackedjestesnastodwa.fm.interia.pl/nowyadres.html,1.0
39,http://www.ai.mit.edu/people/brooks/,1.0
40,http://www.ansi.okstate.edu/breeds/swine/dutchlandrace/,0.0
41,http://mailonduty.netai.net/pay/,1.0
42,http://tools.ietf.org/html/rfc410,1.0
43,http://tools.ietf.org/html/rfc1114,0.0
44,http://support.microsoft.com/ph/14019,1.0
45,http://www.taconet.com.tw/kontin/home.htm,0.0
46,http://www.heeg.de/~hmm/squeak/,1.0
47,http://ezmip.com/templates/ja_purity/img/fr/,1.0
48,http://tinyurl.com/c7noqta,1.0
49,http://www.jinyangrb.com/js/?secure.runescape.com/m=3Dweblogin/loginform.ws?mod=3Dwww&amp;dbiprvsamp;ssl=3D0&amp;dest,0.0
50,http://www.reta.net/gb/indexgb.html,0.0
51,http://www.siteware.ch/webresources/useragents/db.html,1.0
52,http://jasmin-flowers.com/~purebusi/paypal/,0.0
53,http://tools.ietf.org/html/rfc1489,1.0
54,http://www.humanfactors.com/downloads/10tips.asp,1.0
55,http://comprapremiada-cielo2013.uni.me/,1.0
56,http://alfa3444.net23.net/p/vaidevisa/asp/conta/autentica/autentica.php,1.0
57,http://www.reloco.com.ar/mozilla/compat.html,0.0
58,http://tools.ietf.org/html/rfc633,1.0
59,http://www.internetclipart.com/contents.htm,1.0
60,http://aspn.activestate.com/ASPN/Python/Modules/,1.0
61,http://fun-dive.com/gps/?check=1i96280530.html,1.0
62,http://news.cnet.com/8301-13860_3-10317591-56.html,1.0
63,http://hnvc.net.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&mwbuxwsamp;ssl=0&dest,0.0
64,http://www.jstatsoft.org/v02/i04/,1.0
65,http://www.taperesources.com/dvd_media.html#article2,1.0
66,http://www.pageresource.com/dhtml/indexcss.htm,1.0
67,http://www.radioconcordia.cl/paypal.com/encripted/,0.0
68,http://www.pencomputing.com/WinCE/,0.0
69,http://www.virelai.net/cards/,1.0
70,http://www1.acm.org/sigs/sigada/education/,1.0
71,http://www.saha.com/exportusm/,0.0
72,http://system-administrator2.tk/,1.0
73,http://beam.to/2979,1.0
74,http://www.scps.nyu.edu/areas-of-study/finance/continuing-education/,1.0
75,http://scsi.radified.com/scsi_01.htm,1.0
76,http://mta.info/mnr/,0.0
77,http://freecode.com/projects/ubee512,1.0
78,http://www.neatware.com/lbstudio/mcl/,0.0
79,http://www.gameindustry.com/review/item.asp?id=173,1.0
80,http://www.atelio.com/ultra-tag-editor/,1.0
81,http://tools.ietf.org/html/rfc629,1.0
82,http://users.telenet.be/fishblood/ara/Javacam.htm,1.0
83,http://hnvc.net.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&mwbuxwsamp;ssl=0&dest,0.0
84,http://www.lighttek.com/talisman.htm,1.0
85,http://www.soapclient.com/uddisearch.html,0.0
86,http://www.fortranlib.com/ezann.html,1.0
87,http://www.qinxin.cn/images/index.htm?ref=mqqaeukus.battle.net/d3/en/index,1.0
88,http://cui.unige.ch/db-research/Enseignement/analyseinfo/PLSQL21/BNFindex.html,0.0
89,http://www.waterdamagefortpierce.org/~everythi/klm/,1.0
90,http://j-mchenry.com/0_bikes/plandocs/docs/,1.0
91,http://studio911.fr/cloud,0.0
92,http://www.dianazink.com/blog/,0.0
93,http://www.dam-marine.com/us/index.htm,0.0
94,http://www.aahp.org/Content/NavigationMenu/About_AAHP/Who_We_Are/Health_Plan_Member_Links/Health_Plan_Member_Links.htm,0.0
95,http://members.tripod.com/~into_the_shadows/index.html,1.0
96,http://www.airnav.com/airports/us/MS,1.0
97,http://sourceforge.net/projects/appear/,1.0
98,http://www.lnhcxh.com.cn/js/?mod=www,1.0
99,http://www.mars.dti.ne.jp/~umejava/smalltalk/stClasses/dandelion/,1.0
