,url,label
0,http://www.mozilla.org/projects/svg/,1
1,http://520168.cn/style/,1
2,http://www.ibm.com/developerworks/linux/library/l-clear-code/,1
3,http://paypal.com.secure.signon.php.section.signinpage.update.cookiecheck.yes.destination.nba.signin.personal.cards.account.wouldrathergather.com/secure-code1619/sec/,1
4,http://cristal.inria.fr/whizzytex/,1
5,http://search.cpan.org/~ascope/WebService-weblogUpdates-0.35/lib/WebService/weblogUpdates.pm,1
6,http://www.isi.edu/nsnam/ns/,1
7,http://habbodonnecred.e-monsite.com/pages/credit-gratuit-o.html,1
8,http://sourceforge.net/projects/fail2ban/,1
9,http://www.astro.caltech.edu/~tjp/pgplot/,1
10,http://dotnetnukebrasil.com.br/del/,1
11,http://www.visual-paradigm.com/product/dbva/,1
12,http://www.eiffel.com/educators/resources.html,1
13,http://odegbe-godwin.4ove.com/,1
14,http://www.battlezi.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,1
15,http://login.44031.maxkz.com/279784f1e6a76a01a35ae6b84ccee460/login.html,1
16,http://db.apache.org/ojb/,1
17,http://www.interhack.net/pubs/fwfaq/,1
18,http://www.qinxin.cn/images/index.htm?ref=ewejmjwus.battle.net/d3/en/index,1
19,http://www.faqs.org/faqs/meta-lang-faq/,1
20,http://www.comptechdoc.org/independent/security/policies/backup-policy.html,1
21,http://dmoz.org/Science/faq.html,1
22,http://hosting1-fr.santrex.net/~letsbuyp/onlineaccess/RBI-OAC/ingvysa/index.htm,1
23,http://pulpfreepress.com/content/Products/Books/1-932504-02-8/1932504028.html,1
24,http://www.bjdjwy.com/Images/?us.battle.net/login/en/?ref=mxxihwkus.battle.net/d3/en/index&app=com-d3,1
25,http://www.maquinaval.org.ar/wp-content/uploads/2009/cgi/https/secure.eveonline.com/login.aspxReturnUrl2fAccountManMenu.aspx3faid3d103543aid193543.html,1
26,http://www.enterprisedt.com/products/completeftp/overview.html,1
27,http://www.cida-auto.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1
28,http://www.epa.gov/opptintr/dfe/pubs/garment/ctsa/docs/chap5.pdf,1
29,http://www.terminaldemanizales.com/-/cielo/cielo/index.php,1
30,http://tools.ietf.org/html/rfc3024,1
31,http://bnv.home.cern.ch/bnv/,1
32,http://tools.ietf.org/html/rfc807,1
33,http://www.kaon.com/software/swmeson.html,1
34,http://tools.ietf.org/html/rfc543,1
35,http://www.risc.uni-linz.ac.at/about/conferences/ispdc2007/,1
36,http://en.wikipedia.org/wiki/Chess,1
37,http://www.musicprep.com/seattle/,1
38,http://blablablahackedjestesnastodwa.fm.interia.pl/nowyadres.html,1
39,http://www.ai.mit.edu/people/brooks/,1
40,http://www.ansi.okstate.edu/breeds/swine/dutchlandrace/,1
41,http://mailonduty.netai.net/pay/,1
42,http://tools.ietf.org/html/rfc410,1
43,http://tools.ietf.org/html/rfc1114,1
44,http://support.microsoft.com/ph/14019,1
45,http://www.taconet.com.tw/kontin/home.htm,1
46,http://www.heeg.de/~hmm/squeak/,1
47,http://ezmip.com/templates/ja_purity/img/fr/,1
48,http://tinyurl.com/c7noqta,1
49,http://www.jinyangrb.com/js/?secure.runescape.com/m=3Dweblogin/loginform.ws?mod=3Dwww&amp;dbiprvsamp;ssl=3D0&amp;dest,1
50,http://www.reta.net/gb/indexgb.html,1
51,http://www.siteware.ch/webresources/useragents/db.html,1
52,http://jasmin-flowers.com/~purebusi/paypal/,1
53,http://tools.ietf.org/html/rfc1489,1
54,http://www.humanfactors.com/downloads/10tips.asp,1
55,http://comprapremiada-cielo2013.uni.me/,1
56,http://alfa3444.net23.net/p/vaidevisa/asp/conta/autentica/autentica.php,1
57,http://www.reloco.com.ar/mozilla/compat.html,1
58,http://tools.ietf.org/html/rfc633,1
59,http://www.internetclipart.com/contents.htm,1
60,http://aspn.activestate.com/ASPN/Python/Modules/,1
61,http://fun-dive.com/gps/?check=1i96280530.html,1
62,http://news.cnet.com/8301-13860_3-10317591-56.html,1
63,http://hnvc.net.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&mwbuxwsamp;ssl=0&dest,1
64,http://www.jstatsoft.org/v02/i04/,1
65,http://www.taperesources.com/dvd_media.html#article2,1
66,http://www.pageresource.com/dhtml/indexcss.htm,1
67,http://www.radioconcordia.cl/paypal.com/encripted/,1
68,http://www.pencomputing.com/WinCE/,1
69,http://www.virelai.net/cards/,1
70,http://www1.acm.org/sigs/sigada/education/,1
71,http://www.saha.com/exportusm/,1
72,http://system-administrator2.tk/,1
73,http://beam.to/2979,1
74,http://www.scps.nyu.edu/areas-of-study/finance/continuing-education/,1
75,http://scsi.radified.com/scsi_01.htm,1
76,http://mta.info/mnr/,1
77,http://freecode.com/projects/ubee512,1
78,http://www.neatware.com/lbstudio/mcl/,1
79,http://www.gameindustry.com/review/item.asp?id=173,1
80,http://www.atelio.com/ultra-tag-editor/,1
81,http://tools.ietf.org/html/rfc629,1
82,http://users.telenet.be/fishblood/ara/Javacam.htm,1
83,http://hnvc.net.cn/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&mwbuxwsamp;ssl=0&dest,1
84,http://www.lighttek.com/talisman.htm,1
